/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000100.jpg <Anhui>A281A0
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000135.jpg <Anhui>AS9S27
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000198.jpg <Anhui>AH318L
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000282.jpg <Anhui>AT117L
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000243.jpg <Anhui>AT6C12
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000191.jpg <Anhui>A059C5
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000202.jpg <Shanghai>C1EX15
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000161.jpg <Anhui>A88J92
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000218.jpg <Anhui>AF0939
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000096.jpg <Anhui>AE0216
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000283.jpg <Anhui>A5F515
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000177.jpg <Anhui>AS504Y
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000158.jpg <Anhui>AJ086W
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000258.jpg <Anhui>AD857C
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000145.jpg <Anhui>AJZ414
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000105.jpg <Anhui>NY182Y
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000149.jpg <Anhui>AA3245
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000097.jpg <Anhui>AZ275L
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000140.jpg <Anhui>ACT312
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000007.jpg <Anhui>A912D2
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000277.jpg <Anhui>APA988
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000288.jpg <Anhui>M35111
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000068.jpg <Anhui>A8T278
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000245.jpg <Anhui>A57N37
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000182.jpg <Anhui>A09960
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000072.jpg <Anhui>A231C3
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000041.jpg <Anhui>AN360D
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000087.jpg <Anhui>AW9A06
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000231.jpg <Anhui>A059B8
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000034.jpg <Anhui>AB1D00
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000038.jpg <Anhui>AZ2Y50
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000167.jpg <Anhui>AYG659
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000002.jpg <Anhui>A766P7
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000028.jpg <Anhui>A9E031
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000032.jpg <Anhui>ANN753
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000119.jpg <Anhui>A9Y222
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000270.jpg <Anhui>AZ4100
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000280.jpg <Anhui>A80F12
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000030.jpg <Anhui>AY514W
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000066.jpg <Anhui>A99Z63
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000169.jpg <Anhui>AE6W11
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000221.jpg <Anhui>AG2F19
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000015.jpg <Anhui>AVK872
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000137.jpg <Anhui>AQN829
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000074.jpg <Anhui>AY7M13
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000073.jpg <Anhui>AE967M
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000207.jpg <Anhui>ALD134
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000117.jpg <Anhui>AWB765
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000040.jpg <Anhui>AW6W24
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000228.jpg <Anhui>AB1J23
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000261.jpg <Anhui>A67528
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000236.jpg <Anhui>A039A9
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000106.jpg <Anhui>AA751Y
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000160.jpg <Anhui>AXH232
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000232.jpg <Anhui>AS689W
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000222.jpg <Anhui>AFT121
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000134.jpg <Anhui>ADK176
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000016.jpg <Anhui>A579L7
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000285.jpg <Anhui>AT9W67
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000113.jpg <Anhui>AE1H22
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000128.jpg <Anhui>AW4Z05
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000275.jpg <Anhui>AY7T15
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000190.jpg <Anhui>AG9L03
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000136.jpg <Anhui>AN116W
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000268.jpg <Anhui>AJ0X03
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000209.jpg <Anhui>A711M7
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000045.jpg <Anhui>AZ188R
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000256.jpg <Anhui>A49657
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000226.jpg <Anhui>AH708J
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000069.jpg <Anhui>AY839F
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000092.jpg <Anhui>MY5068
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000130.jpg <Anhui>ATG558
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000230.jpg <Anhui>AF732Y
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000276.jpg <Anhui>A95U17
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000205.jpg <Anhui>A819P8
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000220.jpg <Anhui>AL482L
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000071.jpg <Anhui>AYA864
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000129.jpg <Anhui>AJ108D
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000078.jpg <Anhui>ATP555
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000289.jpg <Anhui>AW900X
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000296.jpg <Anhui>A8E932
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000024.jpg <Anhui>AY560T
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000020.jpg <Anhui>AX617Y
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000252.jpg <Anhui>AX309W
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000201.jpg <Anhui>AXN190
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000083.jpg <Anhui>A105F9
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000062.jpg <Anhui>AK639X
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000291.jpg <Anhui>A515T6
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000029.jpg <Jiangsu>ER82C0
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000081.jpg <Anhui>AAC928
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000299.jpg <Anhui>A9S889
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000014.jpg <Anhui>AZ7M16
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000295.jpg <Anhui>AS7G62
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000005.jpg <Anhui>ASR499
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000176.jpg <Anhui>AD151T
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000143.jpg <Anhui>AZF532
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000286.jpg <Anhui>AH263A
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000287.jpg <Anhui>AR832Z
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000054.jpg <Anhui>AG666Y
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000098.jpg <Anhui>AXE858
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000293.jpg <Anhui>ATT620
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000076.jpg <Anhui>A350V0
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000262.jpg <Anhui>DH7077
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000247.jpg <Anhui>A60P37
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000108.jpg <Anhui>AZ434L
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000260.jpg <Anhui>AMV196
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000021.jpg <Anhui>A4A696
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000052.jpg <Anhui>AZ903J
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000159.jpg <Anhui>A581Y0
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000242.jpg <Anhui>ALB209
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000147.jpg <Anhui>A756G8
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000219.jpg <Anhui>AB120X
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000257.jpg <Anhui>A8M132
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000211.jpg <Anhui>ALS881
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000114.jpg <Anhui>AB022M
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000235.jpg <Anhui>ACJ089
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000297.jpg <Fujian>JDD779
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000060.jpg <Anhui>NBS881
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000271.jpg <Anhui>ATM202
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000267.jpg <Anhui>ATY709
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000251.jpg <Anhui>ATK298
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000099.jpg <Anhui>A4J339
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000227.jpg <Anhui>AU798M
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000050.jpg <Anhui>AC587H
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000102.jpg <Anhui>AD654W
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000017.jpg <Anhui>AX4Y35
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000254.jpg <Anhui>AT733A
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000240.jpg <Anhui>AFU222
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000184.jpg <Anhui>AM625J
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000110.jpg <Anhui>ADP338
/home/lamberti/work/Dataset/cropping_ccpd_plates/cropped/000077.jpg <Anhui>AU663K
